beanbagname,created,beans
"Joe bean ",2014-07-08T10:54:42Z,"[ { ""name"" : ""Creativity"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 }, { ""name"" : ""Discipline"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 }, { ""name"" : ""Honesty"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 }, { ""name"" : ""Originality"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 }, { ""name"" : ""Ethical"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 }, { ""name"" : ""Environment"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 } }, { ""name"" : ""Cooperation"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 }, { ""name"" : ""Love"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 }, { ""name"" : ""Health"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""Joe bean "", ""date"" : { ""$date"" : 1404816882395 }, ""value"" : 1 } ]"
"Apticon",2014-07-08T10:54:51Z,"[ { ""name"" : ""Communication "", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 }, { ""name"" : ""Values"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 }, { ""name"" : ""Vision"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 }, { ""name"" : ""Family"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 }, { ""name"" : ""Satisfaction"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 } }, { ""name"" : ""Openness"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 }, { ""name"" : ""Games"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 }, { ""name"" : ""Health"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 }, { ""name"" : ""Love"", ""beanbag"" : ""Apticon"", ""date"" : { ""$date"" : 1404816891662 }, ""value"" : 1 } ]"
"Daniel",2014-07-08T10:56:50Z,"[ { ""name"" : ""Empowermentt"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 }, { ""name"" : ""Fun"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 }, { ""name"" : ""Collaboration"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 }, { ""name"" : ""Equality"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 }, { ""name"" : ""Preparation"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 }, { ""name"" : ""Integrity"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 } }, { ""name"" : ""Love"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 }, { ""name"" : ""Health"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 }, { ""name"" : ""Family"", ""beanbag"" : ""Daniel"", ""date"" : { ""$date"" : 1404817010228 }, ""value"" : 1 } ]"
"Farai's Bag",2014-07-08T10:57:39Z,"[ { ""name"" : ""Fun"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 }, { ""name"" : ""Freedom"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 }, { ""name"" : ""Helpfullness"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 }, { ""name"" : ""Equality"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 }, { ""name"" : ""Humility"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 }, { ""name"" : ""Openness "", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 } }, { ""name"" : ""Family"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 }, { ""name"" : ""Love"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 }, { ""name"" : ""Sex"", ""beanbag"" : ""Farai's Bag"", ""date"" : { ""$date"" : 1404817059232 }, ""value"" : 1 } ]"
"Liz",2014-07-08T10:57:40Z,"[ { ""name"" : ""Ideas"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 }, { ""name"" : ""Empathy"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 }, { ""name"" : ""Passion"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 }, { ""name"" : ""Listening"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 }, { ""name"" : ""Patience"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 }, { ""name"" : ""Clarity"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 } }, { ""name"" : ""Health"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 }, { ""name"" : ""Family"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 }, { ""name"" : ""Love"", ""beanbag"" : ""Liz"", ""date"" : { ""$date"" : 1404817060603 }, ""value"" : 1 } ]"
"beanrandom",2014-07-08T11:01:33Z,"[ { ""name"" : ""Love"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 }, { ""name"" : ""Family"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 }, { ""name"" : ""Participation"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 }, { ""name"" : ""Equality"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 }, { ""name"" : ""Education"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 } }, { ""name"" : ""Health"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 }, { ""name"" : ""Insight"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 }, { ""name"" : ""Learning"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 }, { ""name"" : ""Connection"", ""beanbag"" : ""beanrandom"", ""date"" : { ""$date"" : 1404817293417 }, ""value"" : 1 } ]"
"Love and other things",2014-07-08T14:12:02Z,"[ { ""name"" : ""Love"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 }, { ""name"" : ""Sport"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 }, { ""name"" : ""Family"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 }, { ""name"" : ""Sex"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 }, { ""name"" : ""Laughter"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 } }, { ""name"" : ""Honesty"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 }, { ""name"" : ""Development"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 }, { ""name"" : ""Travel"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 }, { ""name"" : ""Spontaneity"", ""beanbag"" : ""Love and other things"", ""date"" : { ""$date"" : 1404828722929 }, ""value"" : 1 } ]"
"Tim ",2014-07-08T15:32:09Z,"[ { ""name"" : ""Money"", ""beanbag"" : ""Tim"", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 }, { ""name"" : ""Music"", ""beanbag"" : ""Tim"", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 }, { ""name"" : ""Sunshine"", ""beanbag"" : ""Tim"", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 }, { ""name"" : ""Wife"", ""beanbag"" : ""Tim"", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 }, { ""name"" : ""Family"", ""beanbag"" : ""Tim"", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 }, { ""name"" : ""Creativity"", ""beanbag"" : ""Tim "", ""date"" : { ""$date"" : 1404833529923 } }, { ""name"" : ""Technology"", ""beanbag"" : ""Tim "", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 }, { ""name"" : ""Knowledge"", ""beanbag"" : ""Tim "", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 }, { ""name"" : ""Books"", ""beanbag"" : ""Tim "", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 }, { ""name"" : ""Reading"", ""beanbag"" : ""Tim "", ""date"" : { ""$date"" : 1404833529923 }, ""value"" : 1 } ]"
"felix",2014-07-09T10:17:23Z,"[ { ""name"" : ""Sleep"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 }, { ""name"" : ""Chocolate"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 }, { ""name"" : ""Fresh air"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 }, { ""name"" : ""Sea"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 }, { ""name"" : ""Books"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 }, { ""name"" : ""Drawing"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 } }, { ""name"" : ""London"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 }, { ""name"" : ""Walking"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 }, { ""name"" : ""Cats"", ""beanbag"" : ""felix"", ""date"" : { ""$date"" : 1404901043119 }, ""value"" : 1 } ]"
"Panda",2014-07-09T15:09:27Z,"[ { ""name"" : ""Family"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 }, { ""name"" : ""Sea"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 }, { ""name"" : ""Laughing"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 }, { ""name"" : ""Horizons"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 }, { ""name"" : ""Sunshine"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 }, { ""name"" : ""Equality"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 } }, { ""name"" : ""Children"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 }, { ""name"" : ""Rights"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 }, { ""name"" : ""Wine"", ""beanbag"" : ""Panda"", ""date"" : { ""$date"" : 1404918567515 }, ""value"" : 1 } ]"
"Beanbeatz",2014-07-20T18:28:39Z,"[ { ""name"" : ""Integrity"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 }, { ""name"" : ""Rhythm"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 }, { ""name"" : ""Ideas"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 }, { ""name"" : ""People"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 }, { ""name"" : ""Balance"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 }, { ""name"" : ""Drumming"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 } }, { ""name"" : ""Fun"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 }, { ""name"" : ""Achievement"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 }, { ""name"" : ""Justice"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 }, { ""name"" : ""Play"", ""beanbag"" : ""Beanbeatz"", ""date"" : { ""$date"" : 1405880919158 }, ""value"" : 1 } ]"
"bertha",2014-07-26T15:26:32Z,"[ { ""name"" : ""egalitarianism"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 }, { ""name"" : ""Peace"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 }, { ""name"" : ""Respect for animals"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 }, { ""name"" : ""Painting"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 }, { ""name"" : ""Care of the elderly"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 }, { ""name"" : ""Free education"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 } }, { ""name"" : ""Good friendship"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 }, { ""name"" : ""Theatre"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 }, { ""name"" : ""Access to art for all"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 }, { ""name"" : ""Passion"", ""beanbag"" : ""bertha"", ""date"" : { ""$date"" : 1406388392197 }, ""value"" : 1 } ]"
"26 july",2014-07-26T21:39:35Z,"[ { ""name"" : ""Justice"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 }, { ""name"" : ""Work"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 }, { ""name"" : ""Music"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 }, { ""name"" : ""Love"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 }, { ""name"" : ""Family"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 }, { ""name"" : ""People"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 } }, { ""name"" : ""Cameras"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 }, { ""name"" : ""Travel"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 }, { ""name"" : ""Weather"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 }, { ""name"" : ""Health"", ""beanbag"" : ""26 july"", ""date"" : { ""$date"" : 1406410775310 }, ""value"" : 1 } ]"
"My Beans - 5th Aug 2014",2014-08-05T14:58:38Z,"[ { ""name"" : ""Love"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 }, { ""name"" : ""Understanding"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 }, { ""name"" : ""Knowledge"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 }, { ""name"" : ""Insight"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 }, { ""name"" : ""Intellect"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 }, { ""name"" : ""Friends"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 } }, { ""name"" : ""Connection"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 }, { ""name"" : ""Sex"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 }, { ""name"" : ""Soul"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 }, { ""name"" : ""Balance"", ""beanbag"" : ""My Beans - 5th Aug 2014"", ""date"" : { ""$date"" : 1407250718220 }, ""value"" : 1 } ]"
